model_id,model,start_year,end_year,source_year,source_category,production_status,period_source_name,period_source_url,period_source_type,period_confidence,period_review_status,period_notes,period_reviewed_at,main_family,subfamily,lineage,generation,engine_architecture,engine_type,engine_location,seating_configuration,orientation,predecessor,predecessor_year,predecessor_relationship,successor,successor_year,successor_relationship,successor_in_dataset,alternative_predecessor,alternative_relationship,base_model,base_model_year,taxonomy_confidence,external_enrichment_required,taxonomy_notes,start_year_source,taxonomy_source,engine,displacement_cc,max_power_cv,rpm_max_power,top_speed_kmh,engine_position,engine_orientation,engine_angle_deg,compression_ratio,bore_mm,stroke_mm,weight_kg,wheelbase_mm,length_mm,width_mm,height_mm,image_url,url,description,source_origin
ferrari_1995_f355_challenge,F355 Challenge,1995,2001,1995,Sports Prototype,discontinued,Ferrari 296 Challenge press kit,https://www.ferrari.com/content/dam/ferrari-fcom/old/pdf/Ferrari2029620Challenge_gbr.pdf,manufacturer_press_release,medium,reviewed,Ferrari lists the F355 Challenge as fielded from 1995 to 2001,2026-07-27,Competition derivatives,Ferrari Challenge,Ferrari Challenge,2,V8,combustion,mid,race-specific,competition,348 Challenge,1993,direct,360 Challenge,2000,direct,TRUE,,,,,high,FALSE,,ferrari_production_periods.csv,curated Ferrari.com evidence + repository description,V8,3496,379,8250,,rear,longitudinal,90,11,85,77,1355,2450,4250,1900,1170,https://cdn.ferrari.com/cms/network/media/img/resize/5dd694a6f8fc7b0aa907067d-ferrari-f355-challenge-1995-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/f355-challenge,The Ferrari F355 Challenge flanked the 348 Challenge in the Ferrari Challenge for the 1995 season.,ferrari_past_models_scraper
ferrari_1995_f50,F50,1995,1997,1995,Grand Touring,discontinued,Legacy manual curation,,manual_seed,low,pending_source_review,Migrated from the initial enrichment script,,Limited-series halo,Big Five / halo,Ferrari halo lineage,3,V12,combustion,mid,2,halo,F40,1987,spiritual_successor,Enzo Ferrari,2002,spiritual_successor,TRUE,,,,,high,TRUE,,ferrari_production_periods.csv,curated Ferrari.com evidence + repository description,V12,4698,519,8500,325,rear,longitudinal,65,11.3,85,69,1230,2580,4480,1986,1120,https://cdn.ferrari.com/cms/network/media/img/resize/5ddd32102cdb32285a79f29a-ferrari-f50-1995-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/f50,Ferrari F50 - Created to celebrate Ferrari’s 50th anniversary,ferrari_past_models_scraper
ferrari_1995_f355_spider,F355 Spider,1995,1999,1995,Grand Touring,discontinued,Wikipedia - Ferrari F355,https://en.wikipedia.org/wiki/Ferrari_F355,wikipedia,medium,reviewed,Spider introduced in 1995 and follows the F355 family end year,2026-07-27,Mid-engined sports car,Spider / targa,Mid-engined V8 sports cars,,V8,combustion,mid,2,sports car,F355 Berlinetta,1994,derivative,,,,,,,F355 Berlinetta,1994,high,FALSE,,ferrari_production_periods.csv,curated Ferrari.com evidence + repository description,V8,3496,379,8250,295,rear,longitudinal,90,11,85,77,1350,2450,4250,1900,1170,https://cdn.ferrari.com/cms/network/media/img/resize/5dd695d70cf6995f44de9255-ferrari-f355-spider-1995-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/f355-spider,Ferrari F355 Spider: Open sports cars are an integral part of Ferrari tradition,ferrari_past_models_scraper
ferrari_1996_f50_gt,F50 GT,1996,,1996,Sports Prototype,unknown,,,,unreviewed,not_in_manual_file,,,Competition derivatives,Competition GT,Competition GT,,V12,combustion,mid,race-specific,competition,F50,1995,derivative,,,,,,,F50,1995,high,TRUE,,ferrari_past_models.csv,curated Ferrari.com evidence + repository description,V12,4698,749,10500,376,rear,longitudinal,65,11.9,85,69,860,2580,4578,1986,1092,https://cdn.ferrari.com/cms/network/media/img/resize/5dd7e2e60cf6995f44de929e-ferrari-f50-gt-1996-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/f50-gt,"Ferrari F50 GT: Aesthetically, the most notable changes with respect to the road car were an air intake on the roof, a different rear wing with central strut and a rear diffuser.",ferrari_past_models_scraper
ferrari_1996_456_gta,456 GTA,1996,,1996,Grand Touring,unknown,,,,unreviewed,not_in_manual_file,,,Front-engined V12 2+2 GT,Four-seat grand tourer,V12 GT 2+2,,V12,combustion,front,2+2,grand tourer,456 GT,1992,derivative,,,,,,,456 GT,1992,high,TRUE,,ferrari_past_models.csv,curated Ferrari.com evidence + repository description,V12,5474,442,6250,298,front,longitudinal,65,10.6,88,75,1770,2600,4730,1920,1300,https://cdn.ferrari.com/cms/network/media/img/resize/5dd69d800cf6995f44de9259-ferrari-456-gta-1996-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/456-gta,Ferrari 456 GTA: This was the automatic version of the 456 GT.,ferrari_past_models_scraper
ferrari_1996_550_maranello,550 Maranello,1996,2001,1996,Grand Touring,discontinued,Australian vehicle register,https://www.rover.infrastructure.gov.au/PublishedApprovals/SEVDetails/?id=227ae509-2aea-ee11-a1fd-002248969682,government_registry,medium,reviewed,Registry reports build range July 1996 to March 2001 while Wikipedia reports through 2002,2026-07-27,Front-engined V12 two-seat GT,Berlinetta / coupe,Front-engined V12 two-seat GT,2,V12,combustion,front,2,grand tourer,365 GTB4,1968,spiritual_successor,575M Maranello,2002,evolution,TRUE,F512 M,direct,,,high,FALSE,"Direct commercial successor to the F512 M, but a spiritual successor to the 365 GTB4 through its return to a front-engined two-seat V12.",ferrari_production_periods.csv,curated Ferrari.com evidence + repository description,V12,5474,485,7000,320,front,longitudinal,65,10.8,88,75,1690,2500,4550,1935,1277,https://cdn.ferrari.com/cms/network/media/img/resize/5dd6afbe2cdb32285a78a3de-ferrari-550-maranello-1996-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/550-maranello,"Launched to the press at the Nürburgring in 1996, the 550 Maranello was Ferrari's answer to those who believed the performance of a front-engined V12 car could not beat that of a mid-engined sports car. The successor to the F512M, the 550 Maranello proved quicker and, thanks to its better front-engined, rear drive packaging layout, far more practical.",ferrari_past_models_scraper
ferrari_1997_355_f1_berlinetta,355 F1 Berlinetta,1997,,1997,Grand Touring,unknown,,,,unreviewed,not_in_manual_file,,,Mid-engined sports car,Spider / targa,Mid-engined V8 sports cars,,V8,combustion,mid,2,sports car,F355 Berlinetta,1994,derivative,,,,,,,F355 Berlinetta,1994,high,TRUE,,ferrari_past_models.csv,curated Ferrari.com evidence + repository description,V8,3496,379,8250,295,rear,longitudinal,90,11,85,77,1350,2450,4250,1900,1170,https://cdn.ferrari.com/cms/network/media/img/resize/5dd7e3780cf6995f44de92a2-ferrari-355-f1-berlinetta-1997-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/355-f1-berlinetta,Ferrari 355 F1 Berlinetta: This was the first ever road car to be equipped with the innovative F1-style gearbox management system,ferrari_past_models_scraper
ferrari_1997_355_f1_gts,355 F1 GTS,1997,,1997,Grand Touring,unknown,,,,unreviewed,not_in_manual_file,,,Mid-engined sports car,Spider / targa,,,V8,combustion,mid,2,sports car,,,,,,,,,,,,high,TRUE,,ferrari_past_models.csv,rules based on repository data,V8,3496,379,8250,295,rear,longitudinal,90,11,85,77,1350,2450,4250,1900,1170,https://cdn.ferrari.com/cms/network/media/img/resize/5dd803edf8fc7b0aa90752c0-ferrari-355-f1-gts-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/355-f1-gts,"Ferrari 355 F1 GTS: This was the first ever road car to be equipped with the innovative F1-style gearbox management system, available on all three versions: berlinetta, GTS and spider.",ferrari_past_models_scraper
ferrari_1997_355_f1_spider,355 F1 Spider,1997,,1997,Grand Touring,unknown,,,,unreviewed,not_in_manual_file,,,Mid-engined sports car,Spider / targa,,,V8,combustion,mid,2,sports car,,,,,,,,,,,,high,TRUE,,ferrari_past_models.csv,rules based on repository data,V8,3496,379,8250,295,rear,longitudinal,90,11,85,77,1350,2450,4250,1900,1170,https://cdn.ferrari.com/cms/network/media/img/resize/5dde3c8a2cdb32285a7a25fc-ferrari-355-f1-spider-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/355-f1-spider,"Ferrari 355 F1 Spider: This was the first ever road car to be equipped with the innovative F1-style gearbox management system, available on all three versions: berlinetta, GTS and spider.",ferrari_past_models_scraper
ferrari_1998_456m_gt,456M GT,1998,2003,1998,Grand Touring,discontinued,Legacy manual curation,,manual_seed,low,pending_source_review,Migrated from the initial enrichment script,,Front-engined V12 2+2 GT,Four-seat grand tourer,V12 GT 2+2,9,V12,combustion,front,2+2,grand tourer,456 GT,1992,evolution,612 Scaglietti,2004,direct,TRUE,,,,,high,TRUE,,ferrari_production_periods.csv,curated Ferrari.com evidence + repository description,V12,5474,442,6250,300,front,longitudinal,65,10.6,88,75,1690,2600,4763,1920,1300,https://cdn.ferrari.com/cms/network/media/img/resize/5dde48342cdb32285a7a288d-ferrari-456-gt-1998-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/456m-gt,"The Ferrari 456M, in its GT and automatic gearbox GTA guises, is the evolution of Ferrari’s highly successful interpretation of its traditional 2+2 models.",ferrari_past_models_scraper
ferrari_1998_456m_gta,456M GTA,1998,,1998,Grand Touring,unknown,,,,unreviewed,not_in_manual_file,,,Front-engined V12 2+2 GT,Four-seat grand tourer,V12 GT 2+2,,V12,combustion,front,2+2,grand tourer,456M GT,1998,derivative,,,,,,,456M GT,1998,high,TRUE,,ferrari_past_models.csv,curated Ferrari.com evidence + repository description,V12,5474,442,6250,298,front,longitudinal,65,10.6,88,75,1690,2600,4763,1920,1300,https://cdn.ferrari.com/cms/network/media/img/resize/5dde8dc5f8fc7b0aa9089f86-ferrari-456-gta-1998-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/456m-gta,"Ferrari 456M GTA: The 456M, in its GT and automatic gearbox GTA guises, is the evolution of Ferrari’s highly successful interpretation of its traditional 2+2 models.",ferrari_past_models_scraper
ferrari_1999_360_modena,360 Modena,1999,2004,1999,Grand Touring,discontinued,Wikipedia - Ferrari 360,https://en.wikipedia.org/wiki/Ferrari_360,wikipedia,medium,reviewed,Production rather than model-year range; replaced by the F430 in 2004,2026-07-27,Mid-engined sports car,Spider / targa,Mid-engined V8 sports cars,5,V8,combustion,mid,2,sports car,F355 Berlinetta,1994,direct,F430,2004,evolution,TRUE,,,,,high,FALSE,,ferrari_production_periods.csv,curated Ferrari.com evidence + repository description,V8,3586,400,8500,295,rear,longitudinal,90,11,85,79,1290,2600,4477,1922,1214,https://cdn.ferrari.com/cms/network/media/img/resize/5dde937184077c3b24345e1e-ferrari-360-modena-1999-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/360-modena,The Ferrari 360 Modena is a clean-sheet design which anticipates trends for future Ferrari road cars. These include lower weight combined with greater chassis rigidity – seemingly contrasting objectives that have been achieved by employing innovative construction technology.,ferrari_past_models_scraper
ferrari_2000_360_challenge,360 Challenge,2000,2006,2000,Sports Prototype,discontinued,Wikipedia - Ferrari Challenge,https://en.wikipedia.org/wiki/Ferrari_Challenge,wikipedia,medium,reviewed,Years represent its lifecycle as the primary Ferrari Challenge car,2026-07-27,Competition derivatives,Ferrari Challenge,Ferrari Challenge,3,V8,combustion,mid,race-specific,competition,F355 Challenge,1995,direct,F430 Challenge,2006,direct,TRUE,,,,,high,FALSE,,ferrari_production_periods.csv,curated Ferrari.com evidence + repository description,V8,3586,400,,295,rear,longitudinal,90,11,85,79,1170,2600,4477,1992,1184,https://cdn.ferrari.com/cms/network/media/img/resize/5ddfd28a0cf6995f44de9432-ferrari-360-challenge-2000-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/360-challenge,"Discover all the specifications of the Ferrari 360 Challenge, 2000: dimensions, wheel and tyres, suspension, and performance.",ferrari_past_models_scraper
ferrari_2000_550_barchetta_pininfarina,550 Barchetta Pininfarina,2000,2001,2000,Grand Touring,discontinued,Wikipedia - Ferrari 550,https://en.wikipedia.org/wiki/Ferrari_550,wikipedia,medium,reviewed,Introduced in 2000 with production examples associated with 2000 and 2001,2026-07-27,Front-engined V12 two-seat GT,Spider / cabriolet,Front-engined V12 two-seat GT,,V12,combustion,front,2,grand tourer,550 Maranello,1996,derivative,,,,,,,550 Maranello,1996,high,FALSE,,ferrari_production_periods.csv,curated Ferrari.com evidence + repository description,V12,5474,485,,300,front,longitudinal,65,10.8,88,75,1690,2500,4550,1935,1258,https://cdn.ferrari.com/cms/network/media/img/resize/5ddfdd7a2cdb32285a7a80bf-ferrari-550-barchetta-pininfarina-2000-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/550-barchetta-pininfarina,The Ferrari 550 Barchetta Pininfarina was so named to commemorate the 70th anniversary of Ferrari’s coachbuilder and stylist.,ferrari_past_models_scraper
ferrari_2000_360_spider,360 spider,2000,2004,2000,Grand Touring,discontinued,Wikipedia - Ferrari 360,https://en.wikipedia.org/wiki/Ferrari_360,wikipedia,medium,reviewed,Spider variant follows the 360 family production period,2026-07-27,Mid-engined sports car,Spider / targa,Mid-engined V8 sports cars,,V8,combustion,mid,2,sports car,360 Modena,1999,derivative,,,,,,,360 Modena,1999,high,FALSE,,ferrari_production_periods.csv,curated Ferrari.com evidence + repository description,V8,3586,400,,290,rear,longitudinal,90,11,85,79,1350,2600,4477,1922,1235,https://cdn.ferrari.com/cms/network/media/img/resize/5ddff0352cdb32285a7a86dd-ferrari-360-spider-2000-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/360-spider,The 360 Spider is Ferrari’s 20th road-going convertible and is a record breaker in two quite different ways.,ferrari_past_models_scraper
ferrari_2002_360_gt,360 GT,2002,2004,2002,Sports Prototype,discontinued,Wikipedia - Ferrari 360,https://en.wikipedia.org/wiki/Ferrari_360,wikipedia,medium,reviewed,Source explicitly reports customer-car production from 2002 to 2004,2026-07-27,Competition derivatives,Competition GT,Competition GT,,V8,combustion,mid,race-specific,competition,360 Modena,1999,derivative,,,,,,,360 Modena,1999,high,FALSE,,ferrari_production_periods.csv,curated Ferrari.com evidence + repository description,V8,3586,430,8500,,rear,longitudinal,90,11,85,79,1100,2600,4557,1985,1185,https://cdn.ferrari.com/cms/network/media/img/resize/5dc5952a3378a829c009c23c-ferrari-360-gt-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/360-gt,"With the launch of the 360 Modena Challenge in 2000, the level of competitiveness of the Ferrari Challenge series took a huge step forward.",ferrari_past_models_scraper
ferrari_2002_575m_maranello,575M Maranello,2002,2006,2002,Grand Touring,discontinued,Wikipedia - Ferrari 575M Maranello,https://en.wikipedia.org/wiki/Ferrari_575M_Maranello,wikipedia,medium,reviewed,Production range reported as 2002 to 2006,2026-07-27,Front-engined V12 two-seat GT,Berlinetta / coupe,Front-engined V12 two-seat GT,3,V12,combustion,front,2,grand tourer,550 Maranello,1996,evolution,599 GTB Fiorano,2006,direct,TRUE,,,,,high,FALSE,,ferrari_production_periods.csv,curated Ferrari.com evidence + repository description,V12,5748,515,7250,325,front,longitudinal,65,11,89,77,1730,2500,4550,1935,1277,https://cdn.ferrari.com/cms/network/media/img/resize/5dde9a532cdb32285a7a39c3-ferrari-575m-maranello-2002-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/575m-maranello,575M Maranello signals a whole new level of achievement for one of Ferrari’s most traditional layouts,ferrari_past_models_scraper
ferrari_2002_enzo_ferrari,Enzo Ferrari,2002,2004,2002,Grand Touring,discontinued,Legacy manual curation,,manual_seed,low,pending_source_review,Migrated from the initial enrichment script,,Limited-series halo,Big Five / halo,Ferrari halo lineage,4,V12,combustion,mid,2,halo,F50,1995,spiritual_successor,LaFerrari,2013,spiritual_successor,TRUE,,,,,high,TRUE,,ferrari_production_periods.csv,curated Ferrari.com evidence + repository description,V12,5999,669,,350,rear,longitudinal,65,11.2,,,1255,2650,4702,2035,1147,https://cdn.ferrari.com/cms/network/media/img/resize/5dc59df837497e4ff8d30e51-ferrari-enzo-2002-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/enzo-ferrari,"This family of extreme performance cars was joined in 2002 by the Enzo Ferrari, which was the expression of the latest Formula 1 technology and know-how.",ferrari_past_models_scraper
ferrari_2003_575_gtc,575 GTC,2003,,2003,Sports Prototype,unknown,,,,unreviewed,not_in_manual_file,,,Competition derivatives,Competition GT,Competition GT,,V12,combustion,front,race-specific,competition,575M Maranello,2002,derivative,,,,,,,575M Maranello,2002,high,TRUE,,ferrari_past_models.csv,curated Ferrari.com evidence + repository description,V12,5997,605,6300,,front,longitudinal,65,12.9,90,79,1150,2500,4590,2035,1170,https://cdn.ferrari.com/cms/network/media/img/resize/5dc53f7f95e21208efa3654f-ferrari-575-gtc-2003-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/575-gtc,The 575 GTC was developed by the Ferrari Corse Clienti department in collaboration with N.Technology to make the most of the original 575 M Maranello car s strong points.,ferrari_past_models_scraper
ferrari_2003_challenge_stradale,Challenge Stradale,2003,2004,2003,Grand Touring,discontinued,Wikipedia - Ferrari 360,https://en.wikipedia.org/wiki/Ferrari_360,wikipedia,medium,reviewed,Track-focused road variant produced near the end of the 360 family lifecycle,2026-07-27,Mid-engined sports car,Special series,Mid-engined V8 sports cars,,V8,combustion,mid,2,sports car,360 Modena,1999,derivative,,,,,,,360 Modena,1999,high,FALSE,,ferrari_production_periods.csv,curated Ferrari.com evidence + repository description,V8,3586,426,,300,rear,longitudinal,90,11.2,85,79,1180,2600,4477,1922,1199,https://cdn.ferrari.com/cms/network/media/img/resize/5dc555883378a829c009b545-ferrari-challenge-stradale-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/challenge-stradale,The Ferrari Challenge Stradale lines up alongside the 360 Modena and 360 Spider with the precise aim of providing drivers the performances that only a true racing car for road use can provide.,ferrari_past_models_scraper
ferrari_2004_360_gtc,360 GTC,2004,2005,2004,Sports Prototype,discontinued,Wikipedia - Ferrari 360,https://en.wikipedia.org/wiki/Ferrari_360,wikipedia,low,needs_cross_check,Introduced for 2004; provisional end precedes the F430 GTC replacement,2026-07-27,Competition derivatives,Competition GT,Competition GT,,V8,combustion,mid,race-specific,competition,360 Modena,1999,derivative,,,,,,,360 Modena,1999,high,TRUE,,ferrari_production_periods.csv,curated Ferrari.com evidence + repository description,V8,3586,456,8750,,rear,longitudinal,90,11,85,79,1100,2600,4557,1982,1185,https://cdn.ferrari.com/cms/network/media/img/resize/5dc4314a37497e4ff8d2cd36-ferrari-360-gtc-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/360-gtc,The car was developed by the Corse Clienti department in Maranello in collaboration with Michelotto Automobili and sports the latest technology tested with great success in the previous 360 GT,ferrari_past_models_scraper
